temperature,humidity,moisture,n,p,k,rainfall,ph,light_hours,light_intensity,rh,nitrogen,phosphorus,potassium,yield,n_ratio,p_ratio,k_ratio,ec,oc,om,zn,fe,cu,mn,sand,silt,clay,caco3,cec,output,s,b,soil type,crop type,fertilizer name,season,fertility,photoperiod,category_ph,soil_type
28.58,56.91,45.99,17.0,0.0,12.0,846.8940767,6.5428068432,7.241036945199999,379.31815992,55.343650126,138.84167634,79.94720843799999,193.1085537,23.551928448,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,2.0,2.0,8.0,1.0,2.0,0.0,1.0
30.9,68.25,36.56,5.0,3.0,29.0,632.8570092399999,6.4243148898,6.9539603566,310.12725798,89.81726702,90.447732566,40.228817548,60.51088567199999,48.161388114,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,32.0,7.0,8.0,1.0,2.0,0.0,1.0
28.35,48.46,32.32,22.0,0.0,26.0,2052.1320882,6.735529998999999,6.485805546,200.26918508000003,93.994458214,129.4561872,39.530367382,85.34922966399999,4.090805726799999,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,1.0,20.0,4.0,4.0,1.0,2.0,0.0,1.0
30.44,69.49,24.3,17.0,0.0,16.0,960.29513964,6.460632295400001,6.8847635828,273.15051488,90.392072128,97.50199630000002,39.81898373600001,67.37390616,38.3050314036,10.6,10.6,10.6,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,28.0,4.0,2.0,1.0,2.0,0.0,1.0
22.26,42.14,35.5,22.0,0.0,17.0,774.0307604,5.694723929,9.8000192486,79.002317424,93.942542266,176.17397656,58.918257242,125.49082808,17.521817114,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,20.0,0.0,4.0,1.0,2.0,0.0,1.0
27.59,59.58,58.65,13.0,7.0,34.0,846.8940767,6.5428068432,7.241036945199999,379.31815992,55.343650126,138.84167634,79.94720843799999,193.1085537,23.551928448,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,2.0,5.0,8.0,1.0,2.0,0.0,1.0
28.0,41.61,30.62,23.0,0.0,22.0,1946.4574678,6.7317946272,6.774775569400001,199.37160618,94.023842682,131.08721824,40.047580666,84.706986332,4.0116966124,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,21.0,2.0,4.0,1.0,2.0,0.0,1.0
29.15,57.67,32.35,34.0,0.0,1.0,1133.01855242,6.2026772458,6.9282175,385.64719804,70.323216788,135.08673612,110.197658234,220.5261887,38.5525188318,11.2,11.2,11.2,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,28.0,0.0,2.0,1.0,2.0,0.0,1.0
31.09,62.05,42.38,5.0,15.0,18.0,1036.81602496,6.5471650178,9.444715554999998,472.69259984,74.968931598,165.40486657,76.41462873,254.13470919999995,27.537064592,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,9.0,2.0,6.0,1.0,2.0,0.0,1.0
20.86,49.09,28.16,28.0,0.0,20.0,1908.7608548,6.601259438,6.3010864586,229.92133094,92.386434808,131.45759965999997,40.24927147,81.603218382,3.4463503462,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,22.0,4.0,5.0,1.0,2.0,0.0,1.0
34.1,57.33,56.67,34.0,0.0,4.0,660.5427231799999,6.609452751800001,6.9257069006,301.35729152000005,90.051203028,89.986687676,43.77412196,57.47847418799999,47.92909003,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,29.0,7.0,4.0,1.0,2.0,0.0,1.0
26.9,52.19,33.57,31.0,0.0,0.0,928.9753942800002,6.2751078288,9.611692509,582.02946338,73.954404806,352.83257154,145.20343666000002,527.61735412,24.638638986,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,9.0,2.0,6.0,1.0,2.0,0.0,1.0
26.55,52.44,67.67,5.0,0.0,14.0,778.90949282,6.409918316200001,13.088864420000002,592.42931812,92.58325295,137.94151032,61.411911842,138.22452898,12.32353281,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,16.0,7.0,4.0,1.0,2.0,0.0,1.0
26.56,57.43,26.53,7.0,17.0,15.0,510.84925048,6.147702010200001,7.1840389462,593.2157088800001,56.55549055,135.45724986,153.17131469999998,315.8806145,61.169440882,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,11.553999999999998,1.0500000000000003,4.0,29.0,1.0,4.0,1.0,2.0,0.0,1.0
31.72,58.72,70.0,13.0,0.0,42.0,654.9248969399999,6.4118483228,6.9436704984,303.38649448,89.81448575,91.497480402,42.25942256,55.909507306,47.717175106000006,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.53999999999999,2.9799999999999995,4.48,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,28.0,4.0,2.0,1.0,2.0,0.0,1.0
25.55,50.88,27.55,8.0,19.0,12.0,969.93895918,5.988795256,8.686688123,539.94813728,76.095735754,358.20445428,145.06276662,511.86213210000005,24.843933376000003,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,9.0,2.0,6.0,1.0,2.0,0.0,1.0
31.42,59.9,29.07,11.0,8.0,30.0,1548.93744882,6.6429707878,9.2886614546,360.8607788,93.548816406,130.08159688,49.516738944,108.07767779399998,6.9456496224,11.8,11.8,11.8,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,20.0,2.0,4.0,1.0,2.0,0.0,1.0
28.24,51.23,42.62,19.0,0.0,38.0,925.1039633,6.2494196308,9.4338690712,543.45996624,76.90981207600001,347.13734004,144.50953868,524.2449443799999,24.764788470000003,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,9.0,5.0,6.0,1.0,2.0,0.0,1.0
30.09,46.89,35.95,32.0,4.0,0.0,654.01741972,6.4157489124,6.8507269114,307.42931484,89.834569444,89.971693506,41.935094590000006,60.536798464,47.780128842,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,32.0,1.0,8.0,1.0,2.0,0.0,1.0
28.94,62.47,31.99,38.0,2.0,3.0,1133.01855242,6.2026772458,6.9282175,385.64719804,70.323216788,135.08673612,110.197658234,220.5261887,38.5525188318,11.2,11.2,11.2,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,28.0,2.0,2.0,1.0,2.0,0.0,1.0
39.33,59.27,40.62,17.0,0.0,43.0,622.9128567,6.529119657999999,6.914443605200001,292.24189104000004,90.01474074000001,89.971367044,39.244463998,56.488379618,47.291284268,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,1.0,32.0,0.0,8.0,1.0,2.0,0.0,1.0
29.89,55.53,32.61,17.0,0.0,14.0,1007.57162448,6.405095977399999,9.1166817038,382.67832694,51.244102394,160.97329201999997,89.09119469,177.68029287999997,6.628946535,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,2.0,3.0,8.0,1.0,2.0,0.0,1.0
30.28,56.11,40.03,33.0,4.0,2.0,1999.282888,6.6796777128,6.800065160200001,196.26380884,93.958477616,129.34720583999996,40.31366156,87.139832572,3.814431356,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,24.0,3.0,4.0,1.0,2.0,0.0,1.0
40.0,63.63,40.65,10.0,3.0,27.0,622.9128567,6.529119658000001,6.914443605200001,292.24189104,90.01474074,89.971367044,39.244463998,56.48837961800001,47.291284268,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,1.0,20.0,2.0,4.0,1.0,2.0,0.0,1.0
36.4,55.11,26.14,18.0,0.0,17.0,675.03173928,6.5524975988000005,6.9656369674,300.98751544,90.10350367,90.220689932,44.483966508,64.17017877999999,49.621909124,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,32.0,5.0,8.0,1.0,2.0,0.0,1.0
27.28,47.79,29.37,25.0,0.0,18.0,1196.50493116,6.242213943,6.6795566886,327.57410878,79.97968499999999,171.91158806,69.57219842800001,127.246824832,19.451819161600003,11.2,11.2,11.2,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,1.0,20.0,7.0,4.0,1.0,2.0,0.0,1.0
27.38,53.83,55.09,15.0,0.0,40.0,776.15121822,6.412272197200001,13.238687293999998,603.73314318,92.238956098,135.98855122,61.943976536,139.83578864,12.62104268,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,19.0,4.0,4.0,1.0,2.0,0.0,1.0
29.14,64.95,36.54,12.0,0.0,35.0,1981.468093,6.813130194,6.7156621864,195.54116038,94.151293992,129.41174324,40.58007705,86.80649619799999,4.057697769999999,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,22.0,2.0,5.0,1.0,2.0,0.0,1.0
32.93,62.73,59.96,17.0,0.0,37.0,1986.7558204,6.7042623302,6.8228675798,203.30490724,93.96052277,128.82437138,40.759174058,86.028447866,3.6219475832,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,22.0,0.0,5.0,1.0,2.0,0.0,1.0
24.71,50.55,62.03,8.0,0.0,10.0,1958.2627588,6.853067785600001,6.486965850200001,201.89229806,93.939642342,130.93574932,39.969866606,85.74529324400001,3.7301771908,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,24.0,2.0,4.0,1.0,2.0,0.0,1.0
29.94,58.85,54.14,12.0,14.0,12.0,1010.54510726,6.436248227,9.2739978022,495.70867066,76.542652862,227.69241723,99.542405814,344.270907452,26.479390494,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,9.0,5.0,6.0,1.0,2.0,0.0,1.0
29.48,59.59,66.35,26.0,3.0,20.0,1981.468093,6.813130194,6.7156621864,195.54116038,94.151293992,129.41174324000002,40.58007705,86.80649619800002,4.05769777,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,24.0,0.0,4.0,1.0,2.0,0.0,1.0
31.0,51.8,44.91,15.0,2.0,12.0,651.03449974,6.4273827618,6.938248931199999,306.49344402,90.00335981599999,89.04837494,39.545795940000005,61.57071378600001,47.905472786,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,28.0,3.0,2.0,1.0,2.0,0.0,1.0
28.55,67.66,35.99,12.0,3.0,39.0,2052.1320882,6.735529998999999,6.485805546,200.26918508000003,93.994458214,129.4561872,39.530367382,85.34922966399999,4.090805726799999,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,24.0,3.0,4.0,1.0,2.0,0.0,1.0
31.06,58.49,40.24,6.0,15.0,19.0,1036.81602496,6.5471650178,9.444715554999998,472.69259984,74.968931598,165.40486657,76.41462873,254.13470919999995,27.537064592,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,9.0,5.0,6.0,1.0,2.0,0.0,1.0
23.88,52.3,27.19,35.0,0.0,0.0,930.72357934,6.3192655954,9.1645144826,568.4232217000001,74.98363104,364.2073621,144.91733278,520.10321816,24.749126107999995,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,9.0,5.0,6.0,1.0,2.0,0.0,1.0
30.3,45.03,57.51,12.0,3.0,13.0,960.29513964,6.460632295400001,6.8847635828,273.15051488,90.392072128,97.50199630000002,39.81898373600001,67.37390616,38.3050314036,10.6,10.6,10.6,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,28.0,2.0,2.0,1.0,2.0,0.0,1.0
23.43,55.73,32.02,25.0,1.0,14.0,765.8933592199999,5.7177900932,9.7326514226,78.02088844800001,93.526380148,176.50673386,58.87877804,122.3711473,17.45584613,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,20.0,3.0,4.0,1.0,2.0,0.0,1.0
30.56,67.31,36.79,12.0,4.0,10.0,960.29513964,6.460632295400001,6.8847635828,273.15051488,90.392072128,97.5019963,39.81898373599999,67.37390616,38.3050314036,10.6,10.6,10.6,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,1.0,28.0,3.0,2.0,1.0,2.0,0.0,1.0
27.68,57.8,70.0,4.0,11.0,27.0,523.79071934,6.0414239202,7.1934601688,529.0275186800001,56.71792713999999,138.63035936,153.64597718000002,311.25122408000004,61.74329635,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,11.553999999999998,1.0500000000000003,4.0,32.0,1.0,8.0,1.0,2.0,0.0,1.0
25.34,50.98,53.43,12.0,0.0,43.0,645.45564842,5.7199608234,6.9233994976,397.1280342,71.28983336799999,197.06548524,85.731389062,168.7801632,29.378122682000004,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.53999999999999,2.9799999999999995,4.48,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,21.0,0.0,4.0,1.0,2.0,0.0,1.0
24.4,47.18,49.55,7.0,18.0,16.0,909.27201944,6.278825557599999,8.627470581,541.78209182,74.606040366,344.86231418,144.85537010000002,525.8924116000001,24.733844942,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,9.0,2.0,6.0,1.0,2.0,0.0,1.0
31.8,56.53,35.42,7.0,0.0,5.0,999.25313834,6.365161619,9.1973169286,384.01810992,49.974111228000005,162.42057284,88.55886173,177.44819997999997,6.6044882362,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,2.0,1.0,8.0,1.0,2.0,0.0,1.0
22.54,58.92,51.76,10.0,4.0,11.0,774.0307604,5.694723929,9.8000192486,79.002317424,93.942542266,176.17397656,58.918257242,125.49082808,17.521817114,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,19.0,0.0,4.0,1.0,2.0,0.0,1.0
35.49,77.62,56.57,12.0,9.0,30.0,969.73031722,6.8985061898,10.84930374,558.7329225000001,78.166614844,82.62592454799999,41.526603878,101.349224224,22.100206802,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,1.0,16.0,3.0,4.0,1.0,2.0,0.0,1.0
25.05,49.33,48.69,19.0,1.0,23.0,704.5937954799999,5.7305141612,9.889269297199998,77.397045478,93.539775102,169.15457442000002,57.635311782,126.06100824,17.393245582,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,2.0,19.0,5.0,4.0,1.0,2.0,0.0,1.0
26.52,47.52,49.4,14.0,6.0,32.0,1136.37053856,6.0691818306,6.937175541200001,317.52820922,79.412749634,172.33916198000003,68.01457732,124.980539756,19.2924796512,11.2,11.2,11.2,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,21.0,2.0,4.0,1.0,2.0,0.0,1.0
36.29,74.2,54.68,42.0,3.0,0.0,977.6496879,6.471247150400001,6.647707752,279.70395244,90.66193687,99.497498588,45.01134085,68.312876718,39.4855116176,10.6,10.6,10.6,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,22.0,2.0,5.0,1.0,2.0,0.0,1.0
32.94,50.95,43.98,42.0,3.0,0.0,999.25313834,6.365161619,9.1973169286,384.01810992,49.974111228000005,162.42057284,88.55886173,177.44819997999997,6.6044882362,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,2.0,5.0,8.0,1.0,2.0,0.0,1.0
27.87,49.55,33.0,12.0,0.0,38.0,523.79071934,6.0414239202,7.1934601688,529.0275186800001,56.71792713999999,138.63035936,153.64597718000002,311.25122408000004,61.74329635,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,1.0,29.0,7.0,4.0,1.0,2.0,0.0,1.0
29.86,65.84,66.44,2.0,13.0,34.0,990.71798542,6.401225350799999,9.051995476800002,369.0058284,52.00562169799999,159.50938958,88.522341814,180.18234274,6.7070004764,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5200000000000005,0.248,2.6,92.53999999999999,2.9799999999999995,4.48,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,2.0,4.0,8.0,1.0,2.0,0.0,1.0
30.39,54.61,51.82,27.0,0.0,20.0,654.01741972,6.4157489124,6.8507269114,307.42931484,89.834569444,89.971693506,41.935094590000006,60.536798464,47.780128842,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,29.0,1.0,4.0,1.0,2.0,0.0,1.0
23.19,50.83,60.22,7.0,0.0,11.0,765.8933592199999,5.7177900932,9.7326514226,78.02088844800001,93.526380148,176.50673386,58.87877804,122.3711473,17.45584613,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,20.0,2.0,4.0,1.0,2.0,0.0,1.0
25.12,58.07,40.47,12.0,2.0,10.0,725.68284564,6.4281257368,13.03875613,505.4021342,92.268059026,175.84214002000002,120.14349244,240.5267181,20.064123056,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,28.0,1.0,2.0,1.0,2.0,0.0,1.0
29.41,52.87,50.35,7.0,6.0,31.0,948.9347648,6.212014684200001,9.526941168,525.03325336,77.590484358,345.4195016,143.74486052,525.7791662,24.806746216,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,9.0,2.0,6.0,1.0,2.0,0.0,1.0
38.48,80.0,59.16,37.0,0.0,0.0,665.16709658,6.5915920302,7.2511754002,300.5703598,89.925037236,89.632984562,44.20884826,58.58916992,47.800888840000006,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,21.0,7.0,4.0,1.0,2.0,0.0,1.0
25.8,57.61,40.46,2.0,17.0,17.0,846.8940767,6.5428068432,7.241036945199999,379.31815992,55.343650126,138.84167634,79.94720843799999,193.1085537,23.551928448,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,4.0,2.0,5.0,8.0,1.0,2.0,0.0,1.0
25.27,55.44,29.6,16.0,3.0,12.0,770.90304758,6.573618315999999,12.917705008,610.8275151800001,92.263366072,140.2626379,63.77542655800001,141.71013571999998,12.518671302,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,1.0,16.0,0.0,4.0,1.0,2.0,0.0,1.0
26.56,58.48,45.6,10.0,9.0,36.0,778.90949282,6.409918316200001,13.088864420000002,592.42931812,92.58325295,137.94151032,61.411911842,138.22452898,12.32353281,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,16.0,5.0,4.0,1.0,2.0,0.0,1.0
30.71,56.3,70.0,2.0,8.0,27.0,780.57809722,6.5853730036,13.190620954,606.0697119200001,92.53146919,137.3372152,61.601777684,140.83324938,12.310296144,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,19.0,0.0,4.0,1.0,2.0,0.0,1.0
24.99,65.8,51.83,12.0,12.0,25.0,906.52347996,6.583983748,7.292755768199998,378.60302264,55.34973885000001,139.94635488,84.84600275599999,192.04029814,23.575955012,10.0,10.0,10.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,0.0,2.0,0.0,8.0,1.0,2.0,0.0,1.0
28.61,46.05,42.05,11.0,16.0,20.0,1981.468093,6.813130194,6.7156621864,195.54116038,94.151293992,129.41174324,40.58007705,86.80649619799999,4.057697769999999,13.0,13.0,13.0,0.28600000000000003,0.052000000000000005,0.08399999999999999,0.5,3.5199999999999996,0.248,2.6,92.54,2.9799999999999995,4.4799999999999995,2.068,4.946,0.8,12.788,1.1340000000000001,5.0,21.0,4.0,4.0,1.0,2.0,0.0,1.0
